application_number,billed_entity_number,billed_entity_name,district,funding_year,certified_date,function,service_type,form_pdf,rfp_url
210027254,17028049,CHOSEN GENERATION CHRISTIAN ACADEMY INC.,,2021,2021-03-11,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17028049/210027254/Original/USAC_FCC_FORM_470_APPLICATION_210027254_CERTIFIED.pdf,
210027391,16051551,"COMMUNITY ACTION PROGRAM COMMITTEE, INC.",,2021,2021-03-19,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401479/210027391/Original/USAC_FCC_FORM_470_APPLICATION_210027391_CERTIFIED.pdf,
210027391,16051551,"COMMUNITY ACTION PROGRAM COMMITTEE, INC.",,2021,2021-03-19,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401479/210027391/Original/USAC_FCC_FORM_470_APPLICATION_210027391_CERTIFIED.pdf,
210027462,16051551,"COMMUNITY ACTION PROGRAM COMMITTEE, INC.",,2021,2021-03-24,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401479/210027462/Original/USAC_FCC_FORM_470_APPLICATION_210027462_CERTIFIED.pdf,
210027462,16051551,"COMMUNITY ACTION PROGRAM COMMITTEE, INC.",,2021,2021-03-24,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401479/210027462/Original/USAC_FCC_FORM_470_APPLICATION_210027462_CERTIFIED.pdf,
210027567,16046573,PARADISE CHRISTIAN SCHOOL,,2021,2021-04-06,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/382837/210027567/Original/USAC_FCC_FORM_470_APPLICATION_210027567_CERTIFIED.pdf,
210027567,16046573,PARADISE CHRISTIAN SCHOOL,,2021,2021-04-06,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/382837/210027567/Original/USAC_FCC_FORM_470_APPLICATION_210027567_CERTIFIED.pdf,
210027763,17028956,Tree of Knowledge Learning Academy,,2021,2021-06-23,Firewall Service and Components,Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17028956/210027763/Original/USAC_FCC_FORM_470_APPLICATION_210027763_CERTIFIED.pdf,
210027763,17028956,Tree of Knowledge Learning Academy,,2021,2021-06-23,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17028956/210027763/Original/USAC_FCC_FORM_470_APPLICATION_210027763_CERTIFIED.pdf,
220004222,127871,HERNANDO COUNTY SCHOOL DIST,Hernando County School District,2022,2021-11-15,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335024/220004222/Current/USAC_FCC_FORM_470_APPLICATION_220004222_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335024/220004222/dnssecurityservice.pdf
220004222,127871,HERNANDO COUNTY SCHOOL DIST,Hernando County School District,2022,2021-11-15,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335024/220004222/Current/USAC_FCC_FORM_470_APPLICATION_220004222_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335024/220004222/RFP%20Firewall.docx
220005356,17002462,DIOCESE OF ORLANDO OFFICE OF CATHOLIC SCHOOLS,,2022,2021-11-24,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002462/220005356/Original/USAC_FCC_FORM_470_APPLICATION_220005356_CERTIFIED.pdf,
220005356,17002462,DIOCESE OF ORLANDO OFFICE OF CATHOLIC SCHOOLS,,2022,2021-11-24,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002462/220005356/Original/USAC_FCC_FORM_470_APPLICATION_220005356_CERTIFIED.pdf,
220001509,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2022,2021-12-03,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/Current/USAC_FCC_FORM_470_APPLICATION_220001509_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/RFP%2022_09E%20Addendum%201.pdf
220001509,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2022,2021-12-03,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/Current/USAC_FCC_FORM_470_APPLICATION_220001509_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/RFP%2022_09E%20Addendum%202.pdf
220001509,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2022,2021-12-03,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/Current/USAC_FCC_FORM_470_APPLICATION_220001509_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/RFP%2022_09E%20Network%20Hardware%20Equipment.pdf
220001509,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2022,2021-12-03,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/Current/USAC_FCC_FORM_470_APPLICATION_220001509_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/RFP%2022_09E%20Wired%20Inventory%20Exhibit%201.xlsx
220001509,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2022,2021-12-03,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/Current/USAC_FCC_FORM_470_APPLICATION_220001509_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/RFP%2022_09E%20Network%20Hardware%20Equipment.pdf
220001509,127892,ST LUCIE COUNTY SCHOOL DIST,St. Lucie Public Schools,2022,2021-12-03,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/Current/USAC_FCC_FORM_470_APPLICATION_220001509_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/335044/220001509/RFP%2022_09E%20Wired%20Inventory%20Exhibit%201.xlsx
220008776,16062480,LAKE WALES CHARTER SCHOOLS,,2022,2021-12-17,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/391757/220008776/Original/USAC_FCC_FORM_470_APPLICATION_220008776_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/391757/220008776/LWCS_Firewall_RFP.pdf
220008776,16062480,LAKE WALES CHARTER SCHOOLS,,2022,2021-12-17,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/391757/220008776/Original/USAC_FCC_FORM_470_APPLICATION_220008776_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/391757/220008776/LWCS_Firewall_RFP.pdf
220006841,17019223,Beacon College Prep Inc,,2022,2022-01-11,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17019223/220006841/Original/USAC_FCC_FORM_470_APPLICATION_220006841_CERTIFIED.pdf,
220012358,16056854,CHARTER SCHOOLS USA,,2022,2022-01-11,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401600/220012358/Original/USAC_FCC_FORM_470_APPLICATION_220012358_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401600/220012358/CSUSA%20CAT%202%20Equipment%202022_2026.xlsx
220012322,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2022,2022-01-12,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/Original/USAC_FCC_FORM_470_APPLICATION_220012322_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/JK22_47001_Equipment%20List.pdf
220012322,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2022,2022-01-12,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/Original/USAC_FCC_FORM_470_APPLICATION_220012322_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/JK22_47001_Equipment%20List.pdf
220012322,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2022,2022-01-12,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/Original/USAC_FCC_FORM_470_APPLICATION_220012322_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/JK22_47001_Equipment%20List.pdf
220012322,16081442,KIPP JACKSONVILLE DISTRICT OFFICE,,2022,2022-01-12,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/Original/USAC_FCC_FORM_470_APPLICATION_220012322_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/401080/220012322/JK22_47001_Equipment%20List.pdf
220012405,211833,ROWLETT ACADEMY,,2022,2022-01-12,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/220012405/Original/USAC_FCC_FORM_470_APPLICATION_220012405_CERTIFIED.pdf,
220012405,211833,ROWLETT ACADEMY,,2022,2022-01-12,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/220012405/Original/USAC_FCC_FORM_470_APPLICATION_220012405_CERTIFIED.pdf,
220012405,211833,ROWLETT ACADEMY,,2022,2022-01-12,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/362203/220012405/Original/USAC_FCC_FORM_470_APPLICATION_220012405_CERTIFIED.pdf,
220010018,16076498,AVANT GARDE ACADEMY INC - DBA Victory Charter School,,2022,2022-01-14,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/398810/220010018/Original/USAC_FCC_FORM_470_APPLICATION_220010018_CERTIFIED.pdf,
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20E%20Exceptions.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20B%20Pricing.xlsx
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20C%20Narrative%20Submission.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20D%20References%20and%20Claims.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/RFP.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20A%20Submissions%20Form.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20B%20Pricing.xlsx
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20C%20Narrative%20Submission.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20D%20References%20and%20Claims.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20E%20Exceptions.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/RFP.pdf
220014432,127835,CHARLOTTE COUNTY SCHOOL DIST,Charlotte County Public Schools,2022,2022-01-20,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Original/USAC_FCC_FORM_470_APPLICATION_220014432_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334989/220014432/Ex%20A%20Submissions%20Form.pdf
220014811,127572,FLAGLER COUNTY SCHOOL DISTRICT,Flagler County School District,2022,2022-01-21,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334737/220014811/Original/USAC_FCC_FORM_470_APPLICATION_220014811_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334737/220014811/22_13P_Next%20Generation%20Firewall.pdf
220014811,127572,FLAGLER COUNTY SCHOOL DISTRICT,Flagler County School District,2022,2022-01-21,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334737/220014811/Original/USAC_FCC_FORM_470_APPLICATION_220014811_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334737/220014811/22_13P_Next%20Generation%20Firewall.pdf
220014577,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2022,2022-01-24,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334870/220014577/Original/USAC_FCC_FORM_470_APPLICATION_220014577_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334870/220014577/IndianRiver%20470%20CAT2%20FY2022.xlsx
220014577,127706,SCHOOL BOARD OF INDIAN RIVER,School District of Indian River County,2022,2022-01-24,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334870/220014577/Original/USAC_FCC_FORM_470_APPLICATION_220014577_CERTIFIED.pdf,https://publicdata.usac.org/SL/Prd/Form470/334870/220014577/IndianRiver%20470%20CAT2%20FY2022.xlsx
220017483,17024410,Babcock Neighborhood School (District),,2022,2022-02-01,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024410/220017483/Original/USAC_FCC_FORM_470_APPLICATION_220017483_CERTIFIED.pdf,
220017483,17024410,Babcock Neighborhood School (District),,2022,2022-02-01,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17024410/220017483/Original/USAC_FCC_FORM_470_APPLICATION_220017483_CERTIFIED.pdf,
220018765,17003033,Alachua Learning Center DBA Alachua Learning Academy,,2022,2022-02-04,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17003033/220018765/Original/USAC_FCC_FORM_470_APPLICATION_220018765_CERTIFIED.pdf,
220018765,17003033,Alachua Learning Center DBA Alachua Learning Academy,,2022,2022-02-04,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17003033/220018765/Original/USAC_FCC_FORM_470_APPLICATION_220018765_CERTIFIED.pdf,
220018040,17002036,The Charter Schools of Excellence,,2022,2022-02-04,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/220018040/Original/USAC_FCC_FORM_470_APPLICATION_220018040_CERTIFIED.pdf,
220018040,17002036,The Charter Schools of Excellence,,2022,2022-02-04,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/220018040/Original/USAC_FCC_FORM_470_APPLICATION_220018040_CERTIFIED.pdf,
220018040,17002036,The Charter Schools of Excellence,,2022,2022-02-04,Firewall Service and Components,Basic Maintenance of Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/17002036/220018040/Original/USAC_FCC_FORM_470_APPLICATION_220018040_CERTIFIED.pdf,
220017168,127626,CALHOUN COUNTY SCHOOL DISTRICT,Calhoun County School District,2022,2022-02-08,"Firewall Service, Components, and Necessary Software and Licenses",Internal Connections,https://publicdata.usac.org/SL/Prd/Form470/334791/220017168/Original/USAC_FCC_FORM_470_APPLICATION_220017168_CERTIFIED.pdf,
